0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0.6625642333989392,0.10530802385161042,0.05697123051108338,-0.5948010480065065,-0.12038256216624012,-0.06090092669397759,-0.1575199870419833,-0.2769148129103277,-0.06072960609922316,-0.2892301478215257,-0.41954188973396644,0.3775968249320564,0.20027431017641895,0.7562936481274395,0.38817236873395183,-2.0929064024563536e+31,-0.13145639005726162,-0.5964004477140311,0.5480949755317837,-0.44385661104552104,-0.4167633629745442,-0.1318238832954176,0.4865426909537085,-0.010688661183049258,-0.363375420575614,-0.31082068539673113,0.23892309866121694,-0.13752073340543225,0.25529593764235625,-0.13709753678370384
0.2275328394303966,0.8781533370971801,-0.40067324712097313,-0.26636498348296833,-0.2753039524813161,-0.8551875038397287,-0.3439086091802983,-0.3359089956762004,0.3721114237609038,0.0593138414454884,-0.6352541992306605,0.4898196078308821,-0.2102629923183975,-0.5159004578338432,-0.32861556737829634,-2.0929064024563536e+31,-0.3602983130044987,0.10976745749980273,-0.8086329281501143,-0.10892721074476727,0.31613762376013893,0.25148433327760683,0.34488771755469544,0.42449840805841643,0.4503752917494589,-0.329380797358125,0.20482848490385613,-0.6173121312047183,-0.33447828210439934,-0.6467648211715923
0.3422695305916187,0.31939584506574786,-0.08054177960019374,0.6948979355686984,-0.23223630046028984,0.0800315336326732,0.2475564886311575,-0.26061567219437515,0.2529045651384507,0.8430829646661407,-0.2959461868935877,0.14976011361075692,0.004534019624081481,0.44711274794119005,0.13548066416255267,-2.2423997514582594e+31,0.2209520617659239,0.10846892738139015,-0.4689687416365068,0.49298042891309,-0.40926228836334116,0.12276934091137175,0.21980903444959765,-0.3160592774077868,-0.017929298074690854,0.44798755403584584,-0.05905829051518381,-0.22567955008860924,-1.244885005517502,-0.27466611578894723
-0.22463080569890015,-0.11003605183417642,-0.3056337695116962,0.027055178871418284,-0.19712336196796992,-0.13505647823672876,0.36459413570011023,-0.23968691369131057,0.0011011215770205252,0.8364038089930543,0.306238349782615,-0.5186673705535474,-0.13148903386479616,0.2632501020852891,0.3021103969999112,-2.2423997514582594e+31,-0.1734972870584469,-0.2077772145375213,0.33770573637193163,0.2764959740800625,-0.21127712950817462,-0.07456694525728197,-0.12663928375156078,0.10006853787612507,-0.13565520001838932,0.2719584096905446,0.26752030783337694,0.21179593343598002,-0.5681140770596464,0.3943270218318589
-0.3003274139419468,0.1825116163868987,-0.2432041999640835,-0.4885850644866574,0.06932243955445222,0.1955072584570767,-0.04302835672649952,0.05434979965956614,-0.356954386949973,-0.1695988484702684,-0.03830267052304134,0.9474953612000054,0.2878200511729648,-0.09356795618973573,0.12089215876477041,-1.7640210346521608e+31,-0.16579092397353254,0.4186692363854268,-0.1751172816009612,-0.5626891772136816,-0.305479705210289,0.08663267797931863,0.05322722489116835,0.426034550775195,-0.43620448689933655,0.3392361564907866,0.052450982546792285,0.015434149373884563,0.13756468830658242,0.18712817966613993
-0.20236623954586339,0.28211217630525937,-0.42049430704138413,0.09222976002600974,-0.016712720174525502,0.20980974633948854,-0.32512371072186413,0.032452250163080947,0.025828243076524537,0.31951746735255876,-0.29046874503361075,-0.009204159924990601,-0.1263565803458119,-0.507604734651808,1.3261977492600272,-2.4217917702605463e+31,-0.5140683832177593,0.37307194110122194,-0.3052730639375181,-0.1215937497905302,0.3437680240415479,-0.3303675837127036,-0.2224675493741686,-0.11697661063256823,-0.09451353407456273,-0.7146303177027067,-0.41723183651960244,-0.14221855776993042,0.9339762342531143,0.27572371037402116
0.5736015326554919,0.27657027471750295,-0.16761998295936875,0.03220530413017497,-0.6964192435108971,-0.29509601361257165,-0.3335347624658594,0.10737447547272472,0.2881136526178142,-0.1223378353104925,-0.16868408053359746,-0.27503134587548694,-0.13402874097863546,0.09634734333052741,0.18248537106451015,-2.1228050722567347e+31,0.6860428213044251,0.4400114414854635,0.08289554196394533,-0.1768615880128733,-0.11618856122633675,0.05018111545547804,-0.05753711361628354,0.12650570254481466,0.26102537291223654,0.4792737671039207,0.31130257596504984,-0.05087460705354945,0.15415615025507598,-0.09446518333866
-0.17802287627891233,0.6347627524926249,-0.12832044044925023,0.6875428225706566,-0.14537847593411882,0.11597311421008875,0.3961249018749563,0.051465923737662796,0.11251117494119217,0.004370209797690358,-0.18803366977809308,-0.12881879233167898,-0.2651935018028694,0.6403758239899379,0.12948326562911094,-4.305407484114232e+31,-0.9295909188809149,0.03285395677093419,0.2606191043415905,-0.17237737054331653,0.40054494690515835,0.15970222109542803,-0.09227632171464765,0.10856141881894249,0.8274404480908089,0.11111164973411808,0.07331979275364803,-0.12021941988996013,0.17132077778211321,-0.4701628368549126
-0.04207814693298893,0.7524504148759628,0.39885431909491176,0.29223172443860523,0.35227740904767163,0.6567979392817478,0.09127339453314759,0.7897434348093969,0.17540755978640643,0.028851078872400873,0.5686795263131706,-0.5730187819721266,-0.22501681391862616,0.09138130823944586,-0.01958818915586069,-2.2722984212586405e+31,-0.17213848500843654,-0.2814908097889818,0.992955783295119,0.12786227013246673,-0.05983841243862112,0.40421969448672224,-0.0950571535154082,0.29827573683243225,0.03393837615360426,0.47509678620990836,-0.48729455985944,0.2549949117125952,0.2804636919671685,-0.41590362339642595
0.33189244978750615,-0.18900024082609707,0.5592639346503161,0.15960766984268104,0.2392533125300553,0.04611341714630138,0.4112956711814407,-0.6541366486618386,0.11946702550585928,-0.10832899951629077,0.11943107397221135,0.04217498010828534,0.16626678185018529,-0.23521717351193705,0.3397839177202687,-3.438346301688342e+31,-0.1288789792946891,0.08129918695623733,0.141522445114657,0.42243268322998084,0.6343415788541655,-0.4135869451690978,-0.19135106574682853,-0.348347290674266,-0.4102761004530348,-0.4773639688922532,0.0640102902634047,-0.4084108632160753,0.2458316204332821,0.3176017781185852
