0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
-0.006130543524676568,0.057408737105006935,-0.04937398631750267,0.1269163359797858,-0.03636380593166178,-0.007413735509401054,0.0190597250172857,0.05320948185763537,-0.001563190674156445,0.0492544047492629,0.11734014375866764,0.12469214816758267,0.03314058781127199,0.027275964204321212,-0.023942698924784622
